Quantity,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
1.0,16751.0,74.0,1.0,54.6141699426221,33.04364537215483,1.0,8.0,17.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,11404.0,27.0,1.0,44.41551017635499,33.04364537215483,1.0,14.0,1.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,10588.0,113.0,2.0,71.82875388902875,35.714191403901594,10.0,6.0,22.0,2004.0,0.050755569,2.0,2.0,24.0,5469.0,1.0,1074.568,0.0,1.0,2.0
1.0,14925.0,22.0,2.0,61.41358310533283,33.04364537215483,1.0,13.0,17.0,1977.0,0.118537385,2.0,2.0,30.0,6207.0,1.0,1183.0,1.0,0.0,2.0
1.0,6791.0,1.0,3.0,72.02327542455551,33.04364537215483,1.0,4.0,24.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,16097.0,57.0,1.0,44.323796217038144,19.876484711283165,12.0,4.0,16.0,2007.0,0.133215333,2.0,2.0,49.0,11395.0,3.0,1074.568,3.0,4.0,1.0
1.0,16428.0,52.197,3.0,77.0287905358431,47.07690066782445,10.0,13.0,17.0,1990.0,0.21843974,2.0,2.0,21.0,4472.0,6.0,1074.568,4.0,7.0,1.0
1.0,6945.0,53.0,3.0,85.18661187100972,33.04364537215483,11.0,11.0,12.0,2017.0,0.049637257,2.0,2.0,34.0,7759.0,0.0,1074.568,1.0,3.0,2.0
1.0,3190.0,9.0,2.0,64.86239597220232,33.04364537215483,1.0,7.0,1.0,1977.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,15709.0,48.0,3.0,86.48993470329461,35.74109513380686,1.0,24.0,1.0,2015.0,0.041124634,2.0,2.0,46.0,9515.0,5.0,990.0,1.0,10.0,2.0
1.0,13155.0,41.0,2.0,48.4407146464437,32.13878070944986,6.0,4.0,9.0,1979.0,0.394094211,2.0,2.0,3.0,662.0,0.0,1074.568,0.0,0.0,2.0
1.0,7675.0,47.0,2.0,47.09561396179439,31.202991963747028,8.0,10.0,12.0,1970.0,0.298204575,2.0,2.0,16.0,4048.0,3.0,990.0,1.0,3.0,2.0
1.0,14686.0,1.0,3.0,77.22988533763153,35.74109513380686,1.0,18.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,609.0,9.0,2.0,43.255853827147455,30.80462712594298,5.0,6.0,5.0,1972.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,11155.0,150.0,2.0,43.569924463619735,30.140515383990504,5.0,4.0,5.0,1965.0,0.08761909,2.0,2.0,8.0,1497.0,5.0,990.0,1.0,0.0,2.0
1.0,10869.0,23.0,3.0,78.00188787116683,35.74109513380686,1.0,21.0,25.0,2015.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,15742.0,30.0,2.0,64.88878321604794,33.04364537215483,1.0,12.0,17.0,1977.0,7.81528e-05,2.0,2.0,22.0,6398.0,7.372,1046.0,3.0,4.143,2.0
1.0,9245.0,1.0,2.0,63.115040972639896,33.04364537215483,0.0,4.0,24.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,3340.0,27.0,3.0,69.92193904856693,33.04364537215483,1.0,9.0,17.0,1977.0,0.211401214,2.0,2.0,9.0,1892.0,0.0,990.0,0.0,1.0,2.0
1.0,2359.0,53.0,2.0,60.73449830521805,42.793560850180576,10.0,17.0,24.0,2020.0,0.049637257,2.0,2.0,34.0,7759.0,0.0,1074.568,1.0,3.0,2.0
1.0,8070.0,38.0,2.0,40.2169312091974,26.782434878219465,7.0,8.0,9.0,1964.0,0.060753049,2.0,2.0,15.0,2787.0,2.0,1074.568,0.0,7.0,2.0
1.0,13707.0,1.0,1.0,42.44688260400803,19.846674850833782,7.0,2.0,17.0,2015.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,16079.0,11.0,4.0,70.4699405505211,44.73090601596763,6.0,6.0,9.0,1970.0,0.0001696759999999,2.0,2.0,36.0,5992.0,0.0,990.0,1.0,1.0,2.0
1.0,15937.0,9.0,4.0,92.1582517146398,54.1686158873239,12.0,4.0,14.0,1997.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,14090.0,2.0,1.0,39.08264064099316,33.214357690911484,7.0,10.0,14.0,1970.0,0.0,2.0,2.0,33.0,7425.0,1.0,990.0,2.0,5.0,2.0
1.0,9008.0,72.0,2.0,47.67098552597152,44.1724503554511,5.0,5.0,9.0,1980.0,0.210473241,2.0,2.0,11.0,2398.0,2.0,1074.568,3.0,0.0,2.0
1.0,16384.0,1.0,2.0,52.77367106330114,52.91072182441317,10.0,6.0,17.0,2017.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,11657.0,87.0,3.0,65.75474956064608,48.44900249639893,6.0,12.0,12.0,1980.0,0.100455735,2.0,2.0,43.0,7227.0,0.0,990.0,1.0,6.0,1.0
1.0,13151.0,25.0,1.0,29.24910777536649,33.04364537215483,0.0,22.0,25.0,2016.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,8990.0,27.0,3.0,58.848188192175634,40.41200607153679,6.0,11.0,9.0,1988.0,0.211401214,2.0,2.0,9.0,1892.0,0.0,990.0,0.0,1.0,2.0
1.0,11857.0,11.0,2.0,46.5892195156833,31.05090245938393,5.0,5.0,5.0,1968.0,0.0001696759999999,2.0,2.0,36.0,5992.0,0.0,990.0,1.0,1.0,2.0
1.0,1565.0,52.0,1.0,38.92815373297433,20.33759796299029,8.0,4.0,17.0,1994.0,0.371148999,2.0,2.0,34.0,7065.0,1.0,990.0,2.0,5.0,2.0
1.0,8174.0,23.0,1.0,46.88683597148046,33.04364537215483,0.0,3.0,3.0,2016.0,0.034656082,2.0,2.0,0.0,168.0,0.0,990.0,0.0,0.0,2.0
1.0,9247.0,67.0,3.0,65.0196467536,41.287476354713625,7.0,10.0,9.0,1979.0,0.100455735,2.0,2.0,43.0,7227.0,0.0,990.0,1.0,6.0,1.0
1.0,10478.0,6.0,3.0,80.9861042067384,35.74109513380686,1.0,10.0,1.0,2013.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,15509.0,27.0,2.0,55.43986118530975,33.04364537215483,10.0,15.0,17.0,2016.0,0.011654127,2.0,2.0,4.0,915.0,0.0,990.0,0.0,0.0,2.0
1.0,8306.0,52.197,2.0,45.597507428135344,32.130045100932804,5.0,6.0,5.0,1967.0,0.037316452,2.0,2.0,32.0,6748.0,7.372,990.0,4.0,10.0,2.0
1.0,6642.0,1.0,2.0,56.89047833586052,33.04364537215483,1.0,12.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,7472.0,31.0,2.0,44.2795413959844,29.604193752132,5.0,7.0,5.0,1960.0,0.151346216,2.0,1.0,32.0,5889.0,10.0,990.0,4.0,1.0,2.0
1.0,15989.0,62.0,1.0,47.095405501415,33.04364537215483,0.0,4.0,0.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,13682.0,27.0,1.0,41.34565024439386,17.38476844941001,8.0,14.0,14.0,2007.0,0.07542368,2.0,2.0,11.0,3097.0,0.0,990.0,0.0,0.0,2.0
1.0,163.0,62.0,3.0,56.50925320039437,33.04364537215483,1.0,1.0,3.0,2018.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,7076.0,27.0,2.0,76.73464350633769,33.04364537215483,1.0,3.0,1.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,7478.0,52.197,3.0,67.68259884924791,43.62235897925621,4.0,4.0,4.0,1949.0,0.174739084,2.0,2.0,17.0,3379.0,9.0,1074.568,0.0,3.0,2.0
1.0,3029.0,13.0,1.0,43.57357629518538,22.22113089969779,8.0,11.0,18.0,2000.0,0.090799103,2.0,2.0,74.0,5378.628,2.0,990.0,5.0,4.143,2.0
1.0,1814.0,1.0,1.0,41.11560894052037,41.17146392419938,0.0,4.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,10057.0,27.0,1.0,42.916845872695546,21.093891122528827,6.0,10.0,15.0,2018.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,15100.0,23.0,3.0,78.98223923932066,33.04364537215483,1.0,4.0,25.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,12694.0,27.0,3.0,83.67003174601149,46.35835603454894,0.0,8.0,0.0,2015.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,6291.0,78.0,1.0,40.539829225184405,22.9477122496941,6.0,7.0,17.0,2002.0,0.092290642,2.0,2.0,21.0,4346.0,2.0,1074.568,1.0,2.0,2.0
1.0,12603.0,27.0,3.0,87.11106179723497,52.263326325483405,17.0,2.0,3.0,2014.0,0.011654127,2.0,2.0,4.0,915.0,0.0,990.0,0.0,0.0,2.0
1.0,3218.0,38.0,1.0,47.9813246694989,33.04364537215483,1.0,8.0,17.0,2015.0,0.060753049,2.0,2.0,15.0,2787.0,2.0,1074.568,0.0,7.0,2.0
1.0,13456.0,6.0,1.0,38.90624910827649,22.77818604424768,6.0,9.0,17.0,2015.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,10170.0,48.0,2.0,47.863789962737634,33.84667883716051,6.0,12.0,12.0,1982.0,0.041124634,2.0,2.0,46.0,9515.0,5.0,990.0,1.0,10.0,2.0
1.0,4530.0,23.0,2.0,92.18193950554456,49.50235203756864,15.0,3.0,25.0,2013.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,13329.0,23.0,2.0,68.09953793820145,33.04364537215483,1.0,2.0,17.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,4820.0,22.0,1.0,42.35996399073461,33.04364537215483,1.0,7.0,17.0,1977.0,0.118537385,2.0,2.0,30.0,6207.0,1.0,1183.0,1.0,0.0,2.0
1.0,10896.0,21.0,2.0,44.835016139438665,30.72815667426836,5.0,3.0,5.0,1963.0,0.034331497,2.0,2.0,25.0,5487.0,3.0,990.0,0.0,4.0,2.0
1.0,13416.0,27.0,1.0,35.54463363125278,33.03433558652774,1.0,11.0,1.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,2701.0,29.0,3.0,61.04126877093078,45.71091012786398,5.0,3.0,5.0,1965.0,0.069660344,2.0,2.0,31.0,6119.0,4.0,990.0,1.0,2.0,2.0
1.0,11265.0,34.0,3.0,83.82724048818885,35.74109513380686,10.0,24.0,25.0,2015.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,9189.0,52.197,3.0,61.83123391062148,44.143243804729615,5.0,9.0,9.0,1977.0,0.300322518,2.0,2.0,52.0,10311.0,6.0,990.0,1.0,9.0,2.0
1.0,1858.0,100.0,1.0,29.58575823133833,16.761099968482206,5.0,3.0,8.0,1959.0,0.200146802,2.0,2.0,23.0,3975.0,8.0,990.0,2.0,0.0,2.0
1.0,14536.0,1.0,3.0,79.66402295933614,35.74109513380686,1.0,5.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,6199.0,55.0,3.0,80.34713152431259,46.85652531756187,10.0,18.0,17.0,1989.0,0.041365446,2.0,2.0,31.0,5569.0,0.0,990.0,1.0,4.0,2.0
1.0,14730.0,39.0,1.0,32.85144357739161,22.05303940906601,6.0,7.0,9.0,1962.0,0.072157581,2.0,2.0,25.0,5011.0,8.0,990.0,0.0,2.0,2.0
1.0,7510.0,44.0,2.0,54.39922301983204,32.995435802809595,8.0,18.0,16.0,1985.0,0.122190486,2.0,2.0,25.0,4724.0,2.0,1074.568,1.0,3.0,2.0
1.0,15505.0,96.0,1.0,39.455484865289066,16.169367476787365,9.0,5.0,9.0,2004.0,0.041116354,2.0,2.0,53.0,14892.0,4.0,990.0,1.0,4.0,2.0
1.0,7446.0,100.0,1.0,34.55729086333245,21.20850181545886,6.0,10.0,9.0,1966.0,0.200146802,2.0,2.0,23.0,3975.0,8.0,990.0,2.0,0.0,2.0
1.0,14016.0,52.197,2.0,40.446433988327634,24.677161862160283,7.0,9.0,5.0,1963.0,0.306977489,2.0,2.0,27.0,5148.0,7.372,1074.568,5.0,7.0,2.0
1.0,14113.0,27.0,1.0,33.31821814724473,20.315534772105877,5.0,6.0,5.0,1981.0,0.051815435,2.0,2.0,5.0,1227.0,0.0,990.0,0.0,0.0,2.0
1.0,8721.0,21.0,3.0,82.57646498437289,33.04364537215483,7.0,5.0,5.0,1958.0,0.194489265,2.0,2.0,47.0,8004.0,3.0,1074.568,3.0,5.0,2.0
1.0,6193.0,99.0,3.0,78.78613434419736,49.152087585155584,10.0,2.0,14.0,1999.0,0.033493708,2.0,2.0,66.0,10573.0,1.0,1074.568,3.0,8.0,2.0
1.0,5717.0,99.0,2.0,46.334891653768175,28.34330075323604,6.0,4.0,9.0,1970.0,0.033493708,2.0,2.0,66.0,10573.0,1.0,1074.568,3.0,8.0,2.0
1.0,5427.0,48.0,3.0,68.58652194847812,49.307253728914105,6.0,8.0,12.0,1982.0,0.041124634,2.0,2.0,46.0,9515.0,5.0,990.0,1.0,10.0,2.0
1.0,9520.0,108.0,3.0,81.09213024526821,33.04364537215483,8.0,3.0,8.0,1960.0,0.0,2.0,2.0,25.0,5027.0,4.0,1074.568,1.0,1.0,2.0
1.0,6869.0,27.0,1.0,37.74839849363714,33.04364537215483,1.0,10.0,19.0,1977.0,0.211401214,2.0,2.0,9.0,1892.0,0.0,990.0,0.0,1.0,2.0
1.0,1658.0,78.0,1.0,32.37262587105627,22.618148825210728,6.0,6.0,12.0,1970.0,0.092290642,2.0,2.0,21.0,4346.0,2.0,1074.568,1.0,2.0,2.0
1.0,6639.0,9.0,2.0,66.38613911569288,36.12459553770475,13.0,14.0,14.0,2008.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,6283.0,7.0,2.0,44.650853695349255,27.404533222065982,5.0,7.0,5.0,1966.0,0.035145267,2.0,2.0,42.0,9292.0,3.0,1074.568,0.0,3.0,2.0
1.0,6257.0,62.0,1.0,43.83591910863056,33.04364537215483,0.0,9.0,0.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,15235.0,139.0,1.0,35.454027280656064,19.360493028163106,9.0,8.0,12.0,1970.0,0.122090347,2.0,2.0,29.0,6566.0,7.0,1074.568,4.0,0.0,2.0
1.0,902.0,27.0,3.0,99.29319132374468,33.04364537215483,0.0,2.0,0.0,1977.0,0.07542368,2.0,2.0,11.0,3097.0,0.0,990.0,0.0,0.0,2.0
1.0,8932.0,9.0,3.0,61.62386642520137,33.04364537215483,6.0,6.0,9.0,1974.0,0.13012277,2.0,2.0,8.0,1986.0,0.0,990.0,0.0,0.0,2.0
1.0,16469.0,93.0,3.0,98.58559190211751,33.04364537215483,12.0,8.0,17.0,2009.0,0.041116354,2.0,2.0,53.0,14892.0,4.0,990.0,1.0,4.0,2.0
1.0,2825.0,8.0,2.0,62.64316081071747,33.442774413492735,10.0,13.0,22.0,2005.0,0.072157581,2.0,2.0,23.0,5735.0,3.0,1084.0,0.0,5.0,2.0
1.0,6450.0,20.0,3.0,80.27601266469395,48.47220116363877,13.0,6.0,17.0,2000.0,0.019508796,2.0,2.0,37.0,7687.0,7.372,1074.568,5.0,5.0,2.0
1.0,11366.0,6.0,2.0,62.63302347184765,43.15112225927083,10.0,17.0,17.0,2017.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,3801.0,78.0,3.0,84.2392213788685,33.04364537215483,10.0,6.0,14.0,2001.0,0.092290642,2.0,2.0,21.0,4346.0,2.0,1074.568,1.0,2.0,2.0
1.0,11385.0,148.0,1.0,37.66882653105834,19.45616350404436,9.0,10.0,12.0,1970.0,0.313924552,2.0,2.0,22.0,4625.0,7.372,1074.568,2.0,10.0,2.0
1.0,1079.0,34.0,1.0,39.05226829839874,22.94743007209727,10.0,17.0,22.0,1995.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,3202.0,52.197,2.0,52.8922835247166,34.40317009560719,9.0,17.0,16.0,1985.0,0.127375905,2.0,2.0,43.0,8429.0,3.0,990.0,3.0,9.0,2.0
1.0,676.0,85.0,3.0,54.08853428132322,38.62246705303549,6.0,8.0,9.0,1978.0,0.037177818,2.0,2.0,52.0,11217.0,1.0,1074.568,1.0,7.0,2.0
1.0,6185.0,37.0,2.0,66.89014715756927,33.04364537215483,7.0,5.0,10.0,2018.0,0.178916796,2.0,2.0,18.0,3594.0,4.0,1074.568,1.0,5.0,2.0
1.0,7730.0,18.0,1.0,38.68917519174993,22.16463706899087,8.0,2.0,14.0,1988.0,0.0,2.0,2.0,30.0,5562.0,0.0,990.0,0.0,5.0,1.0
1.0,2573.0,27.0,2.0,66.33182664515653,33.04364537215483,1.0,10.0,17.0,1977.0,0.017647053,2.0,2.0,2.0,469.0,0.0,990.0,0.0,0.0,2.0
1.0,10978.0,1.0,2.0,64.35944435742464,33.04364537215483,1.0,8.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,10962.0,9.0,3.0,77.07321170375477,44.78487681544152,10.0,9.0,14.0,1992.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,8870.0,151.0,1.0,34.71337120701702,20.278795957535788,10.0,8.0,12.0,1968.0,0.236108458,2.0,2.0,16.0,3893.0,7.372,990.0,3.0,10.0,2.0
1.0,8496.0,128.0,1.0,38.3653201442884,15.960955260497808,9.0,13.0,17.0,1995.0,0.0,2.0,2.0,27.0,4798.0,0.0,1074.568,2.0,8.0,2.0
1.0,5517.0,31.0,1.0,30.5715003172954,15.455599140664738,4.0,2.0,4.0,1958.0,0.151346216,2.0,1.0,32.0,5889.0,10.0,990.0,4.0,1.0,2.0
1.0,927.0,13.0,1.0,39.31735061325933,22.415301246505017,9.0,8.0,16.0,1986.0,0.133215333,2.0,2.0,49.0,11395.0,3.0,1074.568,3.0,4.0,1.0
1.0,13675.0,78.0,1.0,43.77742840416781,22.09011874659169,10.0,19.0,22.0,2006.0,0.219006007,2.0,2.0,28.0,6746.0,3.0,990.0,1.0,4.0,2.0
1.0,1499.0,27.0,3.0,84.72014941664493,35.74109513380686,1.0,9.0,12.0,2016.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,15536.0,124.0,3.0,66.6230786819703,43.41045910470692,9.0,4.0,12.0,1974.0,0.16909109,2.0,2.0,19.0,3856.0,10.0,990.0,2.0,5.0,2.0
1.0,8602.0,114.0,3.0,71.54369310573048,48.28899787097593,6.0,6.0,7.0,1977.0,0.327018035,2.0,2.0,12.0,2270.0,7.372,1074.568,1.0,0.0,2.0
1.0,12137.0,124.0,3.0,94.23797846010334,52.34820344294866,12.0,12.0,21.0,2005.0,0.122090347,2.0,2.0,29.0,6566.0,7.0,1074.568,4.0,0.0,2.0
1.0,9865.0,61.0,2.0,54.320450432075006,30.03107763244285,11.0,1.0,16.0,1982.0,0.300322518,2.0,2.0,52.0,10311.0,6.0,990.0,1.0,9.0,2.0
1.0,16353.0,53.0,2.0,58.78278704187747,33.04364537215483,1.0,7.0,22.0,2016.0,0.049637257,2.0,2.0,34.0,7759.0,0.0,1074.568,1.0,3.0,2.0
1.0,15908.0,61.0,2.0,46.51061051291392,29.0603704851716,6.0,9.0,12.0,1977.0,0.300322518,2.0,2.0,52.0,10311.0,6.0,990.0,1.0,9.0,2.0
1.0,3944.0,101.0,2.0,45.01684251607946,30.462648483560315,6.0,4.0,5.0,1966.0,0.225824954,1.0,2.0,41.0,6558.0,7.0,1074.568,3.0,2.0,2.0
1.0,10359.0,46.0,2.0,45.32893674924416,29.148969745306143,6.0,6.0,9.0,1970.0,0.0,2.0,2.0,47.0,11319.0,0.0,1145.0,3.0,5.0,2.0
1.0,15158.0,53.0,2.0,47.83518682937448,33.700119564717234,6.0,10.0,9.0,1967.0,0.049637257,2.0,2.0,34.0,7759.0,0.0,1074.568,1.0,3.0,2.0
1.0,3259.0,12.0,2.0,60.108027807383,36.82142367273558,10.0,7.0,16.0,1981.0,0.090799103,2.0,2.0,74.0,5378.628,2.0,990.0,5.0,4.143,2.0
1.0,7220.0,96.0,3.0,80.18249326172486,48.62732598417213,10.0,10.0,17.0,2003.0,0.041116354,2.0,2.0,53.0,14892.0,4.0,990.0,1.0,4.0,2.0
1.0,13843.0,67.0,2.0,51.682261332764966,35.31000186274971,6.0,5.0,12.0,1980.0,0.100455735,2.0,2.0,43.0,7227.0,0.0,990.0,1.0,6.0,1.0
1.0,16736.0,44.0,2.0,43.650442683544085,27.493023035082693,5.0,4.0,5.0,1961.0,0.122190486,2.0,2.0,25.0,4724.0,2.0,1074.568,1.0,3.0,2.0
1.0,702.0,46.0,3.0,62.72339387252833,46.28164035177988,6.0,7.0,9.0,1969.0,0.0,2.0,2.0,47.0,11319.0,0.0,1145.0,3.0,5.0,2.0
1.0,16401.0,30.0,1.0,56.50925320039437,33.04364537215483,1.0,2.0,1.0,1977.0,7.81528e-05,2.0,2.0,22.0,6398.0,7.372,1046.0,3.0,4.143,2.0
1.0,12134.0,52.0,2.0,66.46342969601757,33.04364537215483,1.0,12.0,16.0,2015.0,0.371148999,2.0,2.0,34.0,7065.0,1.0,990.0,2.0,5.0,2.0
1.0,6918.0,23.0,3.0,56.50925320039437,33.04364537215483,1.0,6.0,9.0,1977.0,0.014072961,2.0,2.0,2.0,475.0,0.0,990.0,0.0,0.0,2.0
1.0,11792.0,6.0,1.0,42.02458754161445,18.006901796270046,13.0,21.0,25.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,3798.0,30.0,2.0,39.18758707431647,33.04364537215483,1.0,4.0,1.0,1977.0,7.81528e-05,2.0,2.0,22.0,6398.0,7.372,1046.0,3.0,4.143,2.0
1.0,10395.0,6.0,1.0,44.49977444312419,33.04364537215483,1.0,8.0,1.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,11099.0,1.0,1.0,36.007752888595746,35.4243199437779,9.0,5.0,17.0,2010.0,0.025609157,2.0,2.0,33.0,5261.0,0.0,1074.568,3.0,1.0,2.0
1.0,7090.0,94.0,2.0,52.03477473644265,30.75014459455151,5.0,5.0,5.0,1977.0,0.282797669,2.0,2.0,33.0,8667.0,2.0,990.0,0.0,6.0,2.0
1.0,11260.0,46.0,2.0,46.81377639633951,31.883008445190377,5.0,4.0,5.0,1968.0,0.0,2.0,2.0,47.0,11319.0,0.0,1145.0,3.0,5.0,2.0
1.0,9647.0,62.0,3.0,93.27499912297137,33.04364537215483,1.0,5.0,3.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,2903.0,25.0,3.0,97.35372732075814,33.04364537215483,1.0,23.0,24.0,1977.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,2071.0,101.0,2.0,48.57679567393848,29.437942850358485,5.0,5.0,5.0,1968.0,0.225824954,1.0,2.0,41.0,6558.0,7.0,1074.568,3.0,2.0,2.0
1.0,8604.0,119.0,3.0,52.15680548100367,35.33304545857853,6.0,1.0,9.0,1971.0,0.033493708,2.0,2.0,66.0,10573.0,1.0,1074.568,3.0,8.0,2.0
1.0,9346.0,125.0,2.0,47.56702321471278,28.069943392111355,5.0,7.0,5.0,1964.0,0.040242764,2.0,2.0,25.0,3478.0,7.372,1074.568,3.0,1.0,2.0
1.0,3945.0,128.0,2.0,47.87363349415092,27.22915360721241,6.0,8.0,9.0,1972.0,0.0,2.0,2.0,27.0,4798.0,0.0,1074.568,2.0,8.0,2.0
1.0,3420.0,9.0,1.0,38.39566517656586,17.33154273240228,8.0,11.0,14.0,2010.0,0.31019913,2.0,2.0,11.0,2748.0,1.0,990.0,0.0,0.0,2.0
